plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label
PLANZG58XY,17-02-2025,P_BSP,CMO_MUMBAI,CUST0134,West,Slab,TMT,Normal,29.3,Rail,445,29.3,15.1,1033.9,0,0.77,973.6,2,1155.1,971.1,1273,2,6,1,RT58,46,BOST,8,2700,1273,1.31,0,0,36.6,59976.62,162.0028772,1.557846035,1033199.37,882496.41,0,0,1
PLANJWWBK8,28-03-2025,P_BSP,CMO_KOLKATA,CUST0154,East,Slab,HB,Normal,51.8,Rail,1223,42.6,21.3,1550.7,0,0.75,1455.2,4,2246.3,850.3,1462.8,6,3,1,RT59,40,BOBRN,11,2750,1462.8,1.01,9.61,43042.55,41.3,78812.43,171.537346,1.806105221,2266880.95,3231130.19,1,0,1
PLANR1Z4QT,03-11-2025,P_BSP,CMO_MUMBAI,CUST0280,West,Rod,TMT,Normal,25.2,Rail,688,30.5,28.4,1107,1,0.5,823.4,5,1715.4,1339.1,416.8,2,6,0,RT59,43,BOBRN,3,2750,416.8,0.51,12.51,39957.4,11.8,105789.43,142.6394264,1.584189147,751717.28,454279.54,0,0,1
PLAN7ZVNBI,15-02-2025,P_BSP,CMO_CHENNAI,CUST0051,South,Wire,TMT,High,71.7,Rail,736,47.3,17.8,1236.4,0,0.57,1102.2,5,1211.4,934.5,2937.9,6,5,1,RT58,41,BOBRN,6,2700,1772.1,1.61,2.35,0,50.9,85984.14,140.6927999,1.901485491,1720824.64,2480042.11,1,0,1
PLAN1CAO8W,24-04-2025,P_BSP,CMO_CHENNAI,CUST0189,South,Rod,CR,Normal,67.5,Rail,807,38.5,25,1214.8,0,0.79,1152.5,5,3031.9,1051.1,637.7,9,4,1,RT58,36,BCNHL,2,2700,637.7,0.55,2.83,0,17.7,87110.92,224.2923888,1.303423218,1047923.29,670772.74,0,0,1
PLAN81AYUA,18-04-2025,P_BSP,CMO_CHENNAI,CUST0261,South,Coil,CR,Normal,32.7,Rail,308,39.5,9.8,1223.3,0,0.91,1197,5,2857.4,961.7,1007.9,2,4,1,RT59,66,BCNHL,2,2750,1007.9,0.84,0,0,27.6,61121.55,60,1.392379764,983128.57,432240.91,0,0,1
PLANM75PSZ,02-12-2025,P_BSP,CMO_KOLKATA,CUST0231,East,Rod,HB,High,79.5,Rail,904,35.7,36.6,1107.3,0,0.82,1056.4,4,1550.2,830.5,1958.8,7,6,0,RT59,62,BOXN,1,2750,1958.8,1.85,2.3,0,52.7,69610.8,153.722063,1.451058034,1913691.11,2569468.56,1,0,1
PLAN1CTW68,19-04-2025,P_BSP,CMO_KOLKATA,CUST0296,East,Coil,S1,Normal,28.1,Rail,1233,30.5,46.6,1081.4,0,0.83,1035.9,1,2188.7,647.6,3234.9,1,5,0,RT58,46,BCNHL,18,2700,2577.3,2.49,11.85,69284.74,71.7,81048.01,196.2963758,1.942617584,4056213.65,6173271.33,1,0,0
PLAN9MW68M,21-01-2025,P_BSP,CMO_CHENNAI,CUST0038,South,Coil,S1,Normal,71.4,Rail,1455,47.6,40.8,1360.8,1,0.75,1083.4,5,2113,792.2,468,9,4,1,RT59,47,BRN,7,2750,468,0.43,1.7,0,12.2,69138.96,150.3530532,1.397099312,1462884.12,951340.81,0,0,1
PLAN1INUFN,23-01-2025,P_BSP,CMO_MUMBAI,CUST0070,West,Coil,CR,Normal,25.5,Rail,968,39,19.4,1254.9,0,0.97,1246.9,1,1545.7,1047.1,2058.5,4,7,1,RT59,66,BOBRN,10,2750,2058.5,1.65,8.59,29250.18,58.1,78933.85,277.478371,1.95990546,2434081.66,3905362.5,1,0,1
PLANCC8UUX,17-04-2025,P_BSP,CMO_DELHI,CUST0338,North,Plate,HR,VIP,131.6,Rail,1421,59.3,20.7,1010.4,0,0.89,982.4,5,1148.8,988.3,803.3,5,1,1,RT45,33,BRN,6,2200,803.3,0.82,0.89,0,27.5,92470.03,223.6817917,1.305336617,1592904.5,1490027.78,0,0,1
PLANOP63CT,29-04-2025,P_BSP,CMO_BHOPAL,CUST0026,Central,Rod,CR,High,76.5,Rail,1063,35.1,15.7,485,0,0.86,468.7,2,1806.1,1038.9,2974,4,3,0,RT45,64,BOXN,8,2200,2429.4,5.18,6.67,35047.04,85.7,75062.53,196.0352349,1.374913635,3343584.44,3550648.74,1,0,1
PLANZRBZIR,21-03-2025,P_BSP,CMO_KOLKATA,CUST0253,East,Coil,HB,High,112.3,Rail,1752,36.1,46.2,1048.3,0,0.8,995.2,1,1612.6,2310.5,1919.3,9,3,1,RT45,46,BRN,1,2200,1919.3,1.93,4.09,0,65.6,71995.39,236.7451814,1.61812984,4042613.03,5441145.41,1,1,1
PLANJYZ8XU,16-02-2025,P_BSP,CMO_CHENNAI,CUST0125,South,Slab,CR,Normal,28.3,Rail,915,34.6,26.2,859.9,1,0.64,666,4,956.4,599.6,2888.8,1,2,0,RT58,45,BOBRN,5,2700,1316.2,1.98,10.01,33288.1,37.8,102816.21,253.9278047,1.628514662,1634850.22,1961257.66,1,0,0
PLANKU8NIA,27-04-2025,P_BSP,CMO_DELHI,CUST0349,North,Wire,S1,Normal,52.2,Rail,1440,38.9,39.6,969.2,0,0.78,916.1,2,2682.7,166.1,1266,6,3,1,RT58,32,BOXN,11,2700,1266,1.38,7.97,30019.66,34.6,60840.24,160.1792696,1.859450657,3059110.53,3389852.93,1,0,1
PLANRN4FLH,15-01-2025,P_BSP,CMO_DELHI,CUST0238,North,Rod,TMT,High,66.7,Rail,1376,49.5,24.6,869.5,0,0.74,813.4,2,1857.3,636.4,1480.8,5,8,1,RT45,48,BOST,4,2200,1480.8,1.82,9.34,27190.51,54.8,58796.08,246.6275516,1.843315851,2264110.92,3755904.99,1,0,1
PLANW3CHNJ,25-01-2025,P_BSP,CMO_DELHI,CUST0210,North,Coil,A,Normal,77.6,Rail,196,46.1,8.7,1489.9,0,0.57,1330.9,4,1666.5,657.6,1146.2,8,2,1,RT45,48,BRN,7,2200,1146.2,0.86,5.46,3151.37,39.2,75615.01,132.1672478,1.555279095,523048.22,349401.54,0,0,1
PLAN6GDTGC,02-05-2025,P_BSP,CMO_MUMBAI,CUST0020,West,Coil,HR,Normal,25.8,Rail,897,31,33,1488.1,0,0.72,1385.1,2,739,975.9,2814.1,2,5,0,RT59,35,BCNHL,4,2750,1324.5,0.96,2.3,0,36.2,65233.61,60,1.536084651,1854912.47,1824986.08,0,0,0
PLANG8ZF2L,16-03-2025,P_BSP,CMO_KOLKATA,CUST0154,East,Plate,CR,High,70.4,Rail,447,47.2,6.6,1389.5,0,0.91,1359.4,1,2186.9,699.1,2795.6,4,5,1,RT59,48,BOBRN,6,2750,2606.4,1.92,6.25,5910,73.6,96762.13,200.1000405,1.587869262,1637394.52,1849964.23,1,0,1
PLAN4C0BB6,20-02-2025,P_BSP,CMO_CHENNAI,CUST0115,South,Slab,HB,Normal,27,Rail,1197,44.1,21.4,1116.5,1,0.69,875.8,3,740.3,1092.8,1341.1,5,7,0,RT59,43,BOST,4,2750,1341.1,1.53,10.87,47399.11,37.9,84214.49,195.1971988,1.555927374,2291657.74,2497725.08,1,0,1
PLANPYMA1T,15-01-2025,P_BSP,CMO_KOLKATA,CUST0024,East,Coil,A,Normal,52.3,Rail,247,42.9,6.2,1033.5,0,0.64,941,3,1967.8,493.1,2482.9,8,6,1,RT59,52,BRN,3,2750,2263.7,2.41,2.4,0,59,95993.21,305.4846975,1.771431008,855873.93,990467.13,1,0,1
PLAN6SIF6D,03-09-2025,P_BSP,CMO_BHOPAL,CUST0361,Central,Wire,A,High,59,Rail,1033,35.9,29.4,826.4,0,0.7,765.3,5,3015.2,1031.1,1728.2,1,6,0,RT45,42,BOBRN,1,2200,1728.2,2.26,3.83,0,64,101160.8,145.3270262,1.503523629,2202160.8,2684136.39,1,0,0
PLANOHE7KY,21-01-2025,P_BSP,CMO_BHOPAL,CUST0348,Central,Slab,HR,Normal,40.3,Rail,1444,36.3,36.1,1428.6,0,0.75,1340.5,5,4901.5,218.5,439.8,7,8,1,RT45,58,BOST,10,2200,439.8,0.33,8.87,18380.76,16.3,88645.05,171.2979217,1.818176415,996819.92,1154671.48,1,0,1
PLAN87Q19U,13-01-2025,P_BSP,CMO_CHENNAI,CUST0361,South,Coil,TMT,Normal,76.4,Rail,740,40.8,16.6,1417.2,0,0.7,1311.8,1,1882.1,797.9,2152.2,8,3,1,RT45,40,BCNHL,0,2200,2152.2,1.64,3.77,0,77.1,99678.41,276.7296556,1.72425875,1897636.96,2746102.76,1,1,1
PLAN9Q44DV,27-03-2025,P_BSP,CMO_MUMBAI,CUST0166,West,Wire,S1,High,59.4,Rail,774,36.7,12.6,1323.2,0,0.55,1175.7,4,5192.7,475.6,2399.1,1,4,1,RT58,38,BRN,0,2700,2399.1,2.04,9.39,15430.91,63.6,76168.74,297.8863266,1.645684555,2519480.13,3055877.25,1,0,0
PLANVPGB8I,19-01-2025,P_BSP,CMO_DELHI,CUST0142,North,Rod,A,Normal,46.2,Rail,1004,47.9,25,922.9,1,0.54,693.4,1,2806.3,655.7,2571.7,5,3,0,MIX60,32,BOXN,7,2850,2571.7,3.71,8.13,17820,68,79547.74,136.5662362,1.37373929,3631531.74,3546976.71,0,0,1
PLANY525FN,02-03-2025,P_BSP,CMO_BHOPAL,CUST0213,Central,Coil,A,VIP,140.4,Rail,231,36.4,10.5,1115.7,0,0.81,1061.9,5,2400.6,0,1850.6,6,1,1,RT59,57,BCNHL,7,2750,1850.6,1.74,6.63,14948.96,50.6,87057.08,148.8114168,1.1,875757.47,470237.46,0,0,1
PLANSCQQAV,19-03-2025,P_BSP,CMO_CHENNAI,CUST0374,South,Slab,S1,Normal,58.4,Rail,665,28.3,23.8,1170.1,0,0.56,1040.8,2,3531.7,1142.5,1561,5,1,1,RT59,39,BOXN,5,2750,1561,1.5,10.24,29135.29,42,110118.69,123.0824121,1.524138656,1635234.79,1582154.99,0,0,1
PLANAQDMFZ,03-09-2025,P_BSP,CMO_CHENNAI,CUST0255,South,Wire,HR,VIP,146.5,Rail,992,32.2,35.4,758.3,0,0.92,743.1,1,4037.8,647.4,1452.5,9,4,1,RT59,58,BOBRN,3,2750,1452.5,1.95,11.82,36847.16,41,83608.9,140.5185931,1.596224487,2188754.16,2299967.94,1,0,1
PLANTGP8D2,22-04-2025,P_BSP,CMO_MUMBAI,CUST0011,West,Plate,HR,Normal,50.3,Rail,353,32.6,11.6,1557.2,0,0.75,1458,1,2963.4,755.5,2433.1,4,2,1,RT59,48,BCNHL,2,2750,2433.1,1.67,1.59,0,66.5,72500.48,118.5299491,1.634841554,1056074.03,1404139.74,1,0,1
PLAN0GM62S,27-04-2025,P_BSP,CMO_KOLKATA,CUST0391,East,Rod,S1,Normal,34.8,Rail,1657,38.4,52.8,862.1,0,0.87,833.3,4,1661.3,966.7,2094.5,2,3,0,RT58,33,BOXN,9,2700,2094.5,2.51,6.08,24137.49,57.3,78171.26,153.52603,1.647044793,4534042.15,5716211.42,1,0,0
PLAN60YUP1,21-02-2025,P_BSP,CMO_CHENNAI,CUST0050,South,Slab,CR,High,85.4,Rail,575,41.3,6.1,1005.1,0,0.78,948.7,5,1310.6,507.6,1354.3,9,7,1,RT45,69,BCNHL,10,2200,1354.3,1.43,9.67,31316.35,48.5,53681.32,174.6890642,1.66100886,1062068.22,1293464.97,1,0,1
PLANSHNTCV,20-04-2025,P_BSP,CMO_DELHI,CUST0230,North,Coil,CR,Normal,27,Rail,180,40.3,6,757,1,0.64,585.6,1,833.3,602.9,1998.3,2,5,0,RT58,45,BRN,10,2700,1195,2.04,1.51,0,31.7,62709.26,63.94897281,1.704533047,773961.05,366645.06,0,0,1
PLANL0YQZD,27-01-2025,P_BSP,CMO_CHENNAI,CUST0285,South,Wire,A,High,66.8,Rail,636,42.8,20.3,1149.1,0,0.55,1019.2,2,1999.9,93.3,2305.9,2,7,1,RT58,54,BOST,3,2700,2055.9,2.02,10.14,23294.06,59.1,62338.74,157.1739722,1.50993749,2012060.26,1974322.39,0,0,1
PLANUBB9MI,29-01-2025,P_BSP,CMO_MUMBAI,CUST0072,West,Plate,TMT,High,67.7,Rail,1185,38.5,39.7,1137.9,0,0.64,1036.6,2,3673.1,670.5,2321.2,6,6,0,RT58,64,BOBRN,9,2700,2321.2,2.24,7.69,25907.93,66.7,81355.05,110.3355215,1.389858186,3070140.98,3822974.5,1,0,1
PLANT3VHTN,21-04-2025,P_BSP,CMO_CHENNAI,CUST0372,South,Rod,HB,Normal,56.7,Rail,1632,38.7,46.9,1445,1,0.61,1108.2,3,1015.3,1416.8,1799.3,9,5,0,RT58,67,BOBRN,5,2700,1799.3,1.62,8.54,15333.13,51.7,79362.26,182.9791848,1.471083588,3557615.37,4319774.58,1,0,1
PLAN7SU62J,28-01-2025,P_BSP,CMO_KOLKATA,CUST0050,East,Rod,A,Normal,27.8,Rail,152,50.5,6,963.1,0,0.6,866.3,5,947.7,909.2,2670.6,5,7,1,RT59,43,BCNHL,4,2750,1493.2,1.72,7.96,23672.63,40.8,81320.2,271.926717,1.678606739,645895.39,380987.33,0,0,1
PLAN8LBDSG,02-04-2025,P_BSP,CMO_KOLKATA,CUST0057,East,Slab,A,Normal,32,Rail,1117,47.2,13.7,928.7,0,0.95,917.3,2,5317.5,198.6,1248.4,2,4,0,RT59,35,BRN,10,2750,1248.4,1.36,13.75,43132.95,32.6,101446.76,154.0564879,1.539931449,1823209.96,2147377.12,1,0,1
PLAN1FBTWT,01-08-2025,P_BSP,CMO_BHOPAL,CUST0255,Central,Slab,TMT,Normal,31.5,Rail,1536,42.4,35.2,1220,0,0.86,1177.4,4,1550.4,969.5,1834,6,5,1,RT45,42,BOBRN,11,2200,1834,1.56,0,0,67.9,78726.59,237.5283185,1.498211962,3392276.06,4220499.05,1,0,1
PLANW4IXFJ,16-01-2025,P_BSP,CMO_MUMBAI,CUST0354,West,Wire,HR,Normal,31,Rail,236,45.5,7.4,681.1,0,0.71,631.6,5,643.9,1312.3,2453,1,4,1,RT59,50,BOST,1,2750,1431.3,2.27,6.8,4855.65,40.4,90340.01,161.2987742,1.837875884,822302.37,620810.21,0,0,0
PLANJRKHE0,16-04-2025,P_BSP,CMO_CHENNAI,CUST0054,South,Coil,HR,High,64.5,Rail,814,28.4,34.3,1532.9,1,0.89,1266.1,2,754.6,395.6,2017.8,3,5,1,RT58,38,BOST,11,2700,992,0.78,5.51,5656.54,28.5,97144.03,154.5557473,1.710223365,1642453.51,1380984.84,0,0,1
PLANSDP8MV,02-05-2025,P_BSP,CMO_KOLKATA,CUST0357,East,Plate,HB,Normal,22.7,Rail,211,35.1,6,869.6,0,0.59,781.1,1,2358.1,713.8,1858.5,3,4,0,RT58,32,BOXN,1,2700,1858.5,2.38,1.12,0,50.9,67730.11,111.425025,1.656044275,589147.25,649407,1,0,1
PLANHAEWAB,30-01-2025,P_BSP,CMO_CHENNAI,CUST0158,South,Slab,TMT,Normal,41.9,Rail,1441,37.4,42.2,1654.2,0,0.51,1450.2,5,1358.8,726.2,1278.3,6,5,1,RT45,50,BRN,1,2200,1278.3,0.88,12.1,35951.74,43.7,63127.19,273.2820671,2.011629268,2496419.63,3705482.06,1,0,1
PLANHB7ZHE,18-01-2025,P_BSP,CMO_KOLKATA,CUST0044,East,Rod,HR,Normal,55.1,Rail,1098,35.1,15.2,1002,0,0.59,900.2,2,2409.3,848.6,898.6,4,2,1,RT59,34,BOST,3,2750,898.6,1,3.69,0,25.4,75610.01,202.07769,1.716629863,1720715.44,1693734.83,0,0,1
PLANZR4E5I,01-02-2025,P_BSP,CMO_MUMBAI,CUST0259,West,Plate,S1,High,95.7,Rail,1507,30.7,44.6,843.3,1,0.71,665.4,1,1582.8,845.6,1320.6,8,4,0,RT59,33,BOST,8,2750,1320.6,1.98,7.96,18801.34,37.3,82899.05,167.2258631,1.902157171,2638120.85,3785567.06,1,0,1
PLANZB1EDM,18-02-2025,P_BSP,CMO_MUMBAI,CUST0046,West,Plate,HR,Normal,35.5,Rail,1479,42.5,39.9,1345.8,0,0.79,1274.8,3,2052.4,1052.7,2620.8,7,6,1,RT45,34,BOST,6,2200,2620.8,2.06,1.75,0,97.1,59409.27,217.7092048,1.191480082,4781710.7,4618371.25,0,0,1
PLANBJHY3M,18-03-2025,P_BSP,CMO_KOLKATA,CUST0375,East,Coil,A,Normal,86.8,Rail,638,48.3,6.1,1331.4,0,0.78,1259.4,5,5220.6,749.3,1343.4,9,2,0,RT59,32,BOBRN,3,2750,1343.4,1.07,2.73,0,37.9,33233.96,166.2547143,1.209690051,1143213.5,1036812.28,0,0,1
PLAN2I3QM6,01-04-2025,P_BSP,CMO_MUMBAI,CUST0382,West,Coil,HR,Normal,32.9,Rail,186,39.9,6,1337.4,0,0.62,1211.4,5,1616.5,1293.4,1800.8,5,6,1,RT58,49,BOXN,1,2700,1800.8,1.49,3.73,0,49.3,91709.12,94.73529608,1.530440193,502358.65,512619.11,1,0,1
PLANDTECAF,31-03-2025,P_BSP,CMO_KOLKATA,CUST0362,East,Coil,TMT,High,59.3,Rail,1723,43.9,36.1,1225.1,0,0.96,1214.1,2,3664.6,30.9,3192.9,5,6,1,MIX60,39,BOST,2,2850,3192.9,2.63,14.61,69238.72,88.7,58053.16,143.1757856,1.596694513,4657994.6,8784002.02,1,0,1
PLANVO5Y0Q,30-03-2025,P_BSP,CMO_BHOPAL,CUST0043,Central,Rod,HB,High,68.1,Rail,344,39.7,9.7,1759.9,1,0.82,1428.2,3,1935.4,340.2,2519.4,5,7,1,RT45,66,BRN,1,2200,2139.5,1.5,5.09,0,73.1,63693.68,244.6631412,1.738835774,832234.14,1279762.26,1,0,1
PLANNV4F0T,04-04-2025,P_BSP,CMO_KOLKATA,CUST0353,East,Coil,HB,High,121.3,Rail,1308,37.4,28.3,862.6,0,0.56,768,4,906.5,1394.7,1694.4,9,2,1,RT58,33,BCNHL,7,2700,1694.4,2.21,2.13,0,47.1,88629.37,193.0562878,1.560341903,2740595.75,3458147.06,1,0,1
PLANE2J403,16-03-2025,P_BSP,CMO_BHOPAL,CUST0254,Central,Plate,A,Normal,21.7,Rail,1182,45.5,25.8,1540.4,0,0.85,1481.2,2,5918.4,609.1,1627.8,2,3,1,RT59,64,BCNHL,8,2750,1627.8,1.1,5.35,4650.35,44.5,65205.31,208.3972683,1.64231159,2599424.22,3159905.38,1,0,1
PLANCNFU2H,01-07-2025,P_BSP,CMO_BHOPAL,CUST0326,Central,Rod,CR,High,70.4,Rail,234,31.4,6,797.8,0,0.95,787.5,2,6460.2,1022.5,2808.3,7,6,1,RT58,47,BRN,6,2700,2808.3,3.57,6,30679.9,74.5,45259.38,346.3211185,1.609852183,740909.4,1057901.81,1,0,1
PLANERSNUN,04-05-2025,P_BSP,CMO_DELHI,CUST0009,North,Rod,TMT,Normal,30,Rail,1067,28.8,44,1613,1,0.6,1234.7,4,1649.3,747.7,1560.5,3,3,0,RT59,44,BCNHL,9,2750,1560.5,1.26,7.64,21340.23,42.7,80825.31,175.0428995,1.490220697,2564936.63,2481297.19,0,0,1
PLAN446Q16,18-04-2025,P_BSP,CMO_CHENNAI,CUST0147,South,Coil,HB,High,102.9,Rail,1076,31.3,31.4,1288.2,0,0.55,1143.3,4,1980.5,1178,1805.7,8,3,1,RT59,31,BRN,2,2750,1805.7,1.58,9.46,20443.38,47.1,89014.51,296.243786,2.060365539,2546358.63,4003152.61,1,0,1
PLANNZ7DSO,15-03-2025,P_BSP,CMO_KOLKATA,CUST0238,East,Rod,A,Normal,71.3,Rail,326,45.1,7.4,1589.8,0,0.95,1570.2,4,3803.7,965.3,1668,9,4,1,RT59,65,BRN,11,2750,1668,1.06,0.27,0,43.5,98884.52,249.214913,1.767543675,765092.53,961133.69,1,0,1
PLANNKK1JX,02-08-2025,P_BSP,CMO_CHENNAI,CUST0097,South,Coil,TMT,VIP,140.1,Rail,610,40.5,16.1,1423,0,0.81,1355.3,4,1618.3,1855.1,2947.5,9,4,0,RT45,52,BOST,7,2200,2731.4,2.02,3.8,0,101.2,90768.24,222.7368406,1.576156955,2419896.57,2626120.21,1,0,1
PLANPP9YVG,13-01-2025,P_BSP,CMO_CHENNAI,CUST0390,South,Rod,HR,High,61.6,Rail,937,42.3,19.7,656.3,0,0.91,641.9,4,3228.9,790.4,1794.5,5,5,1,RT58,35,BCNHL,9,2700,1794.5,2.8,5.57,25506.2,49.9,99057.09,224.3506516,1.54981091,2750487.25,2605924.13,0,0,1
PLANIPAXNQ,31-01-2025,P_BSP,CMO_MUMBAI,CUST0134,West,Coil,HR,Normal,85.5,Rail,617,50.1,16.9,1115.5,0,0.94,1099.5,1,1109.6,632.9,1573.2,9,3,1,RT59,38,BOBRN,0,2750,1489.3,1.35,1.8,0,42.1,61180.86,60,2.2,1440282.7,2021575.82,1,0,1
PLANEGE5EK,03-12-2025,P_BSP,CMO_CHENNAI,CUST0190,South,Slab,CR,High,57,Rail,808,33,30.3,886.7,0,0.87,858.7,1,5430.7,1311.2,2286.1,3,4,0,RT59,54,BOXN,1,2750,2286.1,2.66,2.58,0,61.5,106677.51,60,1.451796063,2293405.51,2681712.39,1,0,1
PLANFHOE3M,03-04-2025,P_BSP,CMO_MUMBAI,CUST0399,West,Plate,HB,Normal,50.5,Rail,1257,47.2,23.7,1573.4,0,0.7,1456,4,2248.6,1071.9,3163.2,8,5,1,RT59,65,BOBRN,7,2750,2891.7,1.99,8.96,37259.28,81.7,65927.62,99.64687249,1.539924954,4187000.67,5597422.24,1,0,1
PLANXZJFY4,25-02-2025,P_BSP,CMO_CHENNAI,CUST0383,South,Wire,S1,High,93.7,Rail,233,37.6,8,1400.1,0,0.79,1325.2,3,2836.9,476.3,944.9,7,4,1,MIX60,46,BOST,0,2850,944.9,0.71,7.6,1132.95,26.2,68541.61,191.1232906,1.693742144,769831.3,372897.15,0,0,1
PLANW8TR98,23-04-2025,P_BSP,CMO_BHOPAL,CUST0182,Central,Coil,S1,Normal,41.1,Rail,1789,36.7,43.2,1237.9,0,0.84,1187.5,3,4080.2,1149.6,2041.7,4,3,1,MIX60,55,BCNHL,9,2850,2041.7,1.72,3.31,0,54.9,78986.6,251.3705984,1.330596242,4407011.52,4860137.56,1,1,1
PLANW07FIL,02-11-2025,P_BSP,CMO_DELHI,CUST0279,North,Slab,S1,Normal,85.8,Rail,171,40.5,7.6,1096.9,0,0.87,1062.1,4,2954.9,881,1219.8,9,2,1,RT59,39,BRN,6,2750,1219.8,1.15,3.71,0,31.8,81350.54,203.9726559,1.768074303,653565.66,368795.19,0,0,1
PLAN3DVYJH,03-02-2025,P_BSP,CMO_CHENNAI,CUST0086,South,Plate,HR,Normal,53.7,Rail,1536,41.4,38.5,1305.9,1,0.64,1011.1,1,1753.9,834.8,2805,7,5,1,RT59,35,BOBRN,9,2750,2254.8,2.23,10.75,32405.79,63.7,64685.87,101.8795409,1.601746316,4131409.06,5547444.62,1,0,1
PLANMIE898,02-11-2025,P_BSP,CMO_BHOPAL,CUST0281,Central,Wire,S1,High,93,Rail,417,38.7,8.6,960.5,0,0.64,874,3,5076.1,974.6,1020.1,8,4,1,RT59,53,BOBRN,10,2750,1020.1,1.17,9.68,36777.75,28.8,88520.33,83.4623226,1.728883114,822341.86,735435.24,0,0,1
PLAN9GNCTI,25-02-2025,P_BSP,CMO_MUMBAI,CUST0349,West,Coil,TMT,High,92.8,Rail,1583,43.7,38.2,1270.3,0,0.72,1182,1,2984.2,1124.5,2367.6,8,5,1,RT59,65,BOXN,4,2750,2367.6,2,6.16,9480.74,63.7,84101.42,97.13600722,1.524616647,3332267.9,5714127.2,1,0,1
PLANJH33IC,02-05-2025,P_BSP,CMO_KOLKATA,CUST0345,East,Wire,A,High,65.9,Rail,1796,40.5,47.9,1169.2,0,0.86,1126.9,2,1638,876,1285.6,3,2,1,RT45,69,BCNHL,11,2200,1285.6,1.14,3.73,1434.88,46.1,76894.12,293.6356295,1.831348581,3080788.24,4228469.6,1,0,1
PLAN44TONZ,25-03-2025,P_BSP,CMO_MUMBAI,CUST0209,West,Coil,HR,High,72.2,Rail,1234,38.8,39.2,995.8,0,0.96,985.7,1,733.7,694.5,2950,7,6,0,RT58,45,BOST,0,2700,1150.4,1.17,13.5,46847.56,33.1,84942.29,86.50201018,1.523954726,1849228.24,2163396.38,1,0,1
PLANNQ06UJ,03-09-2025,P_BSP,CMO_BHOPAL,CUST0314,Central,Slab,CR,Normal,63.8,Rail,529,37.5,16.5,1373.9,0,0.86,1327.1,4,1792.3,1635.5,3492.4,8,4,1,RT58,41,BCNHL,4,2700,2773.6,2.09,5.04,2181.53,77.1,70348.58,278.1822872,1.580669883,1604677.6,2319213.23,1,0,1
PLANLQV62J,28-04-2025,P_BSP,CMO_MUMBAI,CUST0315,West,Slab,A,Normal,32.7,Rail,889,41.4,26.8,1671.5,0,0.8,1587.2,5,1315.9,783.9,2661.7,3,4,1,RT58,38,BCNHL,4,2700,1786.2,1.13,3.33,0,49.7,88529.08,221.4596596,2.023317978,2165507.23,3212890.96,1,0,1
PLAN16W8MI,01-07-2025,P_BSP,CMO_KOLKATA,CUST0252,East,Plate,HB,Normal,35.4,Rail,866,31.9,38.6,842.9,0,0.65,769.4,4,1834.9,1334.8,1770.2,9,8,1,RT59,31,BOBRN,8,2750,1770.2,2.3,2.08,0,50,80127.35,232.638783,1.480576982,2349758.43,2269714.45,0,0,1
PLANNQ4O7V,23-02-2025,P_BSP,CMO_BHOPAL,CUST0233,Central,Rod,TMT,High,67,Rail,352,33.6,6,1436.2,1,0.62,1105,2,1230.3,575.1,956.8,4,3,1,MIX60,51,BRN,9,2850,956.8,0.87,1.18,0,24.5,68540.04,185.5883769,1.556504376,834694.95,524220.71,0,0,1
PLANS8CHKC,01-01-2025,P_BSP,CMO_KOLKATA,CUST0106,East,Plate,A,Normal,55,Rail,667,37.8,24.7,998.2,1,0.67,778,1,2276.7,461.6,1934.4,7,5,1,MIX60,46,BCNHL,9,2850,1934.4,2.49,1.85,0,52,79494.01,232.790745,1.548916124,1825409.6,1998480.97,1,0,1
PLANMNT6U7,13-02-2025,P_BSP,CMO_BHOPAL,CUST0093,Central,Coil,S1,Normal,53.9,Rail,256,43.3,6,1346,0,0.88,1305.8,3,1381,1188,1982.6,8,5,0,RT59,36,BOST,2,2750,1982.6,1.52,7.29,10275.85,56,74389.84,151.019987,1.589566091,898700.53,806777.28,0,0,1
PLAN77LDM1,30-04-2025,P_BSP,CMO_KOLKATA,CUST0059,East,Coil,S1,Normal,65,Rail,1799,52.9,29.8,1045.7,0,0.58,934.9,4,4256.7,698.5,3430.6,8,3,0,RT59,49,BOBRN,6,2750,3430.6,3.67,7.26,23611.07,96.9,68256.36,135.7487183,1.778721034,7329830.79,10977642.6,1,0,1
PLANVL7UO4,14-02-2025,P_BSP,CMO_KOLKATA,CUST0183,East,Plate,HR,Normal,35.4,Rail,910,39,23.2,1125.1,1,0.94,942.4,3,2613.2,24.1,1893.7,5,4,1,RT45,65,BOXN,9,2200,1893.7,2.01,17.5,84182.97,66.8,88757.62,167.2401264,1.519895417,2239277.07,2619185.62,1,1,1
