plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label,plan_dayofweek,plan_month,plan_day,selected_for_rake_prob,choose_rail_prob,on_time_prob,pred_rail_cost_total,pred_road_cost_total,y_rail,q_rail_tons,optimized_total_cost,optimized_mode
PLAN83MTEB,2025-04-25,P_BSP,CMO_MUMBAI,CUST0191,West,Plate,CR,Normal,31.0,Rail,289,36.9,7.3,1050.3,0,0.78,993.2,4,2487.5,1160.4,2698.4,4,5,1,MIX60,57,BRN,8,2850,2698.4,2.72,9.12,33611.34,69.2,61370.43,208.7363818,1.4341835,788319.97,1118430.22,1,1,1,4,4,25,0.7346609637941262,0.7542505629004158,0.9962691017198301,884503.0970332167,1068342.103146008,0,0.0,1068342.103146008,Road
PLANDUD8T7,2025-05-01,P_BSP,CMO_BHOPAL,CUST0294,Central,Coil,S1,Normal,33.2,Rail,820,34.8,16.8,1550.6,1,0.96,1305.2,1,708.9,925.8,1507.1,3,6,1,RT58,62,BOBRN,6,2700,1264.4,0.97,11.3,25198.22,36.3,89232.97,214.6612292,1.11638376,1661583.78,1157475.61,0,0,1,3,5,1,0.0036838463136326573,0.06229647996245875,0.9893977229468647,1673828.897216334,1228541.5337222659,0,0.0,1228541.5337222659,Road
PLAND2TO1K,2025-03-24,P_BSP,CMO_CHENNAI,CUST0300,South,Coil,CR,High,77.1,Rail,941,49.1,21.8,1328.4,0,0.69,1227.0,5,3145.6,737.3,1607.1,6,5,1,RT58,63,BRN,11,2700,1607.1,1.31,6.17,21102.99,42.6,72080.98,273.1100706,1.48500589,2214758.05,2245746.34,1,0,1,0,3,24,0.003915228048373269,0.8922726593239089,0.996442017743234,2034390.188537378,2263415.4487772794,0,0.0,2263415.4487772794,Road
PLANVTORP5,2025-03-02,P_BSP,CMO_MUMBAI,CUST0065,West,Coil,TMT,Normal,31.5,Rail,1378,41.3,32.2,1349.3,0,0.83,1293.2,2,3172.4,554.2,718.9,1,5,1,RT59,55,BRN,3,2750,718.9,0.56,2.23,0.0,18.7,75110.84,218.1437309,1.631434733,1738372.98,1616171.36,0,0,0,6,3,2,0.003630173055445598,0.38151025889634804,0.025962443071650104,1604312.220152852,1615156.66530963,0,0.0,1615156.66530963,Road
PLAN9YEQ96,2025-10-01,P_BSP,CMO_KOLKATA,CUST0045,East,Slab,HB,High,71.4,Rail,1033,33.4,35.3,855.9,0,0.68,788.5,4,1506.1,1392.3,2589.3,5,4,1,RT59,35,BOXN,4,2750,2341.5,2.97,2.89,0.0,63.0,85196.28,92.26288173,1.690423478,2351885.19,4088744.75,1,0,1,2,10,1,0.011499026481415582,0.9848094750535967,0.9962747284628743,2749468.724892578,4135794.5671703517,0,0.0,4135794.5671703517,Road
PLANSJQA0P,2025-03-30,P_BSP,CMO_KOLKATA,CUST0307,East,Slab,S1,Normal,31.0,Rail,1382,31.7,38.4,1376.4,0,0.92,1349.8,1,1613.0,1568.4,1675.7,7,6,1,RT58,32,BOXN,6,2700,1675.7,1.24,3.94,0.0,45.9,86092.97,134.4705136,1.98658214,3328821.44,4600561.49,1,0,1,6,3,30,0.0050629376743763655,0.9909331708088105,0.995450487101289,2872104.9554083855,4635397.55564976,0,0.0,4635397.55564976,Road
PLANX99DBK,2025-02-01,P_BSP,CMO_DELHI,CUST0306,North,Rod,HB,Normal,24.8,Rail,1354,34.8,37.1,1130.6,1,0.59,862.0,5,369.0,821.6,975.6,1,3,1,RT59,58,BCNHL,3,2750,862.0,1.0,8.26,14386.27,23.6,67497.52,215.7270536,1.614391721,2151856.04,1884234.07,0,0,0,5,2,1,0.0036214431844815384,0.37326818287702784,0.019976872734740823,1886213.375274609,1880977.424702678,0,0.0,1880977.424702678,Road
PLAN4EPBO0,2025-11-01,P_BSP,CMO_CHENNAI,CUST0214,South,Rod,S1,High,69.6,Rail,1413,34.9,40.6,1089.0,0,0.62,984.3,3,5332.6,1284.8,2611.1,4,6,0,MIX60,52,BCNHL,32,2850,2611.1,2.65,8.08,96643.46,70.2,71473.97,115.1946542,1.742709264,4640870.35,6429698.47,1,0,1,5,11,1,0.008230757203554361,0.9905904715722527,0.7169480308296202,4478591.831540104,6432397.59477523,0,0.0,6432397.59477523,Road
PLAN1717HV,2025-02-19,P_BSP,CMO_CHENNAI,CUST0356,South,Rod,HB,Normal,31.6,Rail,912,40.9,16.7,1302.1,0,0.88,1263.1,4,1490.7,1149.6,1613.6,2,4,1,RT59,48,BCNHL,3,2750,1613.6,1.28,0.46,0.0,44.1,77399.25,237.3453042,1.512929351,2068259.44,2226431.67,1,0,1,2,2,19,0.004113167953918996,0.9224716178891564,0.9881132501362323,1946201.3799140302,2295014.932411987,0,0.0,2295014.932411987,Road
PLAN0EHLIT,2025-01-31,P_BSP,CMO_DELHI,CUST0256,North,Slab,HB,Normal,28.9,Rail,219,42.9,6.0,1202.1,0,0.84,1155.0,5,3464.7,724.5,3072.7,1,11,1,RT59,30,BOXN,4,2750,3072.7,2.66,5.4,7606.19,82.7,101241.57,217.3697951,1.581581758,853051.01,1064280.05,1,0,1,4,1,31,0.02248950854848451,0.9587209791526142,0.9381438797518289,842823.8773588238,1044587.0623122191,1,2750.0,972861.1383789235,Rail
PLANSJ8BFI,2025-02-25,P_BSP,CMO_KOLKATA,CUST0233,East,Slab,HB,High,62.4,Rail,871,42.9,25.0,834.2,0,0.69,769.8,3,1257.6,823.2,2693.7,1,5,1,RT59,63,BOXN,11,2750,1751.5,2.28,14.75,71160.65,47.1,98118.28,135.0586881,1.677642992,1967980.57,2559339.17,1,0,0,1,2,25,0.0037138259372103293,0.9794952761511901,0.030097765233530888,2034190.7089053004,2574677.4819311434,0,0.0,2574677.4819311434,Road
PLAN8OJGZA,2025-03-20,P_BSP,CMO_KOLKATA,CUST0007,East,Coil,A,Normal,46.8,Rail,625,35.5,29.1,1438.0,0,0.78,1358.8,3,1811.2,625.5,955.1,7,4,1,RT45,53,BOBRN,1,2200,955.1,0.7,5.8,0.0,35.4,62815.15,103.0003462,1.667732302,1080891.38,995531.95,0,0,1,3,3,20,0.0035895031112544275,0.2710572658487556,0.9966239992979881,1151931.4944377611,1020789.4530533844,0,0.0,1020789.4530533844,Road
PLANCF0R7F,2025-03-14,P_BSP,CMO_DELHI,CUST0215,North,Wire,HB,Normal,74.5,Rail,1096,45.5,19.7,1461.9,0,0.54,1295.5,1,2474.6,1617.0,2305.8,6,1,0,RT45,67,BOST,4,2200,2305.8,1.78,3.66,0.0,85.4,101950.91,184.5789199,1.935458349,3033921.64,4891206.73,1,0,1,4,3,14,0.00907955076346869,0.9912687174377665,0.9950810908058273,2871809.222267801,4873263.294579183,0,0.0,4873263.294579183,Road
PLANA6AHHC,2025-03-28,P_BSP,CMO_BHOPAL,CUST0202,Central,Plate,A,High,62.2,Rail,1633,47.4,39.9,1053.2,0,0.72,979.6,2,1372.9,1123.7,2535.7,7,7,1,RT59,65,BOBRN,7,2750,2047.1,2.09,4.71,5751.5,57.8,68925.34,205.6614392,1.676353777,4339725.96,5603907.01,1,0,1,4,3,28,0.022300608193698734,0.9901835578199819,0.9956507011895978,3805233.740067721,5601522.695017782,0,0.0,5601522.695017782,Road
PLANASIKZO,2025-03-24,P_BSP,CMO_MUMBAI,CUST0398,West,Rod,S1,Normal,28.9,Rail,136,38.4,6.0,1352.2,0,0.91,1321.0,4,706.9,812.6,626.5,1,3,1,RT58,30,BOBRN,3,2700,626.5,0.47,0.0,0.0,18.0,84907.33,166.4419736,2.051279831,672986.9,174777.25,0,0,1,0,3,24,0.003667121587359232,0.028094568721035558,0.9124545529214202,664581.8229300315,181947.16492966693,0,0.0,181947.16492966693,Road
PLANIEASU2,2025-09-01,P_BSP,CMO_CHENNAI,CUST0332,South,Plate,TMT,VIP,104.2,Rail,191,33.8,6.0,1428.4,0,0.59,1281.5,5,1676.5,606.1,1618.9,3,5,1,RT59,59,BRN,3,2750,1618.9,1.26,3.99,0.0,42.2,59018.49,231.7092816,1.522136524,805811.06,470659.68,0,0,1,0,9,1,0.004972285196949663,0.025347995807760596,0.9935045572490702,725888.1821185951,452530.1964000605,0,0.0,452530.1964000605,Road
PLAN9EE2A8,2025-09-04,P_BSP,CMO_BHOPAL,CUST0321,Central,Coil,HR,Normal,50.3,Rail,84,40.6,6.0,732.8,0,0.95,722.9,3,773.8,1006.9,1424.0,7,4,1,RT45,52,BOXN,0,2200,1377.9,1.91,7.71,9392.65,48.6,83069.11,203.6354956,1.1,484191.41,127317.96,0,0,1,3,9,4,0.003667121587359232,0.022210143390142892,0.9965240031453209,565383.3180106876,80511.98592581677,0,0.0,80511.98592581677,Road
PLAN4N1W3E,2025-01-21,P_BSP,CMO_MUMBAI,CUST0317,West,Plate,HR,Normal,54.9,Rail,1513,53.0,33.5,1071.2,0,0.88,1039.1,2,1077.4,279.6,2561.0,9,6,1,RT58,43,BRN,3,2700,1245.2,1.2,9.3,18913.17,33.0,83694.69,162.7047373,1.961412564,2574774.6,3695276.95,1,0,1,1,1,21,0.003667121587359232,0.9819864191205678,0.9963502528256621,2504442.412141042,3692882.284927484,0,0.0,3692882.2849274846,Road
PLANR70UT1,2025-03-14,P_BSP,CMO_DELHI,CUST0360,North,Coil,CR,High,80.0,Rail,1517,33.7,42.0,655.7,0,0.86,633.1,3,1238.9,497.3,1168.6,6,4,1,RT58,68,BCNHL,9,2700,1168.6,1.85,0.0,0.0,32.5,87100.36,106.0670864,1.511161718,2873836.82,2678936.42,0,0,1,4,3,14,0.0036123124044419117,0.2437173374817066,0.9945348657530794,2434845.139488881,2663992.808440444,0,0.0,2663992.808440444,Road
PLAN00WNT0,2025-01-28,P_BSP,CMO_BHOPAL,CUST0194,Central,Wire,A,Normal,77.9,Rail,1285,36.8,36.3,1358.5,0,0.96,1344.1,4,1895.8,719.8,1985.4,8,2,1,RT45,56,BOST,6,2200,1985.4,1.48,14.46,39883.1,73.5,62612.14,273.5879249,1.688749686,2839617.08,4308404.06,1,1,1,1,1,28,0.6796623924079591,0.9894698904324284,0.9906796020869234,2888006.1623814795,4276228.031295183,0,0.0,4276228.031295183,Road
PLANK9875T,2025-03-03,P_BSP,CMO_KOLKATA,CUST0180,East,Rod,HB,Normal,73.1,Rail,1116,40.3,34.3,1311.6,0,0.97,1302.1,4,1229.3,631.4,3154.4,9,3,1,RT59,47,BCNHL,2,2750,1608.1,1.24,7.61,10610.54,44.0,73351.67,281.2180882,1.961228438,1762523.87,3519698.22,1,0,1,0,3,3,0.0037138259372103293,0.9918643423658403,0.9963514575447825,2196279.8379762354,3467679.8848965224,0,0.0,3467679.8848965224,Road
PLANRJIB73,2025-04-20,P_BSP,CMO_MUMBAI,CUST0149,West,Coil,A,Normal,72.6,Rail,1442,43.2,26.6,1036.2,0,0.95,1023.1,1,869.9,716.0,379.7,7,2,0,RT59,50,BOST,10,2750,379.7,0.37,4.36,0.0,10.7,52426.93,159.1873928,1.443665742,1022982.99,790446.55,0,0,1,6,4,20,0.003667121587359232,0.02240683096076301,0.9961902469521745,1252714.1513546032,824309.7485413753,0,0.0,824309.7485413753,Road
PLAN9SYIED,2025-04-25,P_BSP,CMO_DELHI,CUST0202,North,Plate,S1,Normal,63.5,Rail,1362,28.1,36.7,1162.4,0,0.67,1066.2,4,2023.7,1071.7,1866.9,9,5,0,RT58,66,BRN,1,2700,1866.9,1.75,5.59,0.0,49.5,97703.79,168.8583682,1.607932264,3336263.89,4088517.99,1,0,1,4,4,25,0.0036552510020525088,0.9864250037447067,0.9963791542926071,3097411.5140648587,4120571.114539256,0,0.0,4120571.114539256,Road
PLAN48CD5L,2025-07-01,P_BSP,CMO_CHENNAI,CUST0051,South,Slab,S1,Normal,34.5,Rail,169,47.8,10.0,1108.0,0,0.5,970.2,4,2674.1,1576.0,1890.5,4,7,1,MIX60,67,BCNHL,10,2850,1890.5,1.95,8.64,34316.91,50.8,85726.79,306.5398938,1.65370732,734433.76,528350.39,0,0,1,1,7,1,0.03727504855274222,0.16908217482797386,0.9853103016522397,748188.8501935129,591604.1577248218,0,0.0,591604.1577248218,Road
PLANXTNJS1,2025-03-21,P_BSP,CMO_MUMBAI,CUST0054,West,Coil,S1,Normal,70.3,Rail,695,47.8,8.6,689.9,0,0.75,647.1,4,787.0,1085.7,66.8,9,4,1,RT58,48,BOXN,11,2700,66.8,0.1,10.17,35083.88,1.8,99564.96,153.592595,1.695444722,966217.07,78712.72,0,0,1,4,3,21,0.003667121587359232,0.02182165159080135,0.9965853668075396,1058518.385895201,114586.71574299557,0,0.0,114586.71574299557,Road
PLAN8L9GJ4,2025-01-16,P_BSP,CMO_MUMBAI,CUST0002,West,Coil,A,Normal,47.6,Rail,970,37.5,28.6,1525.1,1,0.69,1197.2,2,1828.9,738.3,627.5,9,6,0,MIX60,45,BOST,6,2850,627.5,0.52,5.33,0.0,17.4,82553.43,185.8084786,2.19720629,1124994.44,1337384.54,0,0,1,3,1,16,0.0036305657319454284,0.17299274588025457,0.9963347250048766,1326848.0025741935,1335540.4933250712,0,0.0,1335540.4933250712,Road
PLANANLIOB,2025-07-04,P_BSP,CMO_MUMBAI,CUST0054,West,Plate,HR,Normal,28.9,Rail,777,56.2,25.5,1263.8,0,0.62,1142.6,5,2839.7,1202.4,2406.9,2,6,0,RT45,56,BOBRN,1,2200,2406.9,2.11,9.16,15435.87,89.1,71406.24,151.1258636,1.63017187,2244350.75,3048684.34,1,0,0,4,7,4,0.0064921376476009965,0.986636763372798,0.19210041158613367,2282044.4260412264,3199774.600899477,0,0.0,3199774.600899477,Road
PLANL7VJUZ,2025-04-01,P_BSP,CMO_BHOPAL,CUST0318,Central,Wire,A,Normal,55.1,Rail,1353,47.4,33.6,1163.9,0,0.52,1023.9,5,1921.5,819.4,1760.5,9,5,0,RT59,41,BOBRN,7,2750,1760.5,1.72,8.35,29177.17,49.7,88897.27,165.5435754,1.510387499,3594581.77,3597677.32,1,0,1,1,4,1,0.0037007208520446725,0.9807969800141364,0.9965546521158145,3034268.8889629096,3525345.4800875494,0,0.0,3525345.4800875494,Road
PLAN5PFBCE,2025-04-01,P_BSP,CMO_MUMBAI,CUST0140,West,Coil,HB,High,73.4,Rail,1358,47.0,23.0,1165.6,0,0.76,1094.3,4,874.6,53.9,1936.9,3,3,0,RT59,32,BOST,0,2750,906.9,0.83,2.15,0.0,25.6,63344.32,127.9284278,1.825459613,1490593.86,2248181.66,1,0,1,1,4,1,0.003667121587359232,0.9043076580452852,0.9864680760416463,1874050.5165978253,2257084.9653215813,0,0.0,2257084.9653215813,Road
PLAN5Z3ZTD,2025-04-13,P_BSP,CMO_KOLKATA,CUST0398,East,Wire,A,High,63.2,Rail,1691,47.1,27.1,1376.9,0,0.68,1267.9,5,2087.4,1278.9,1697.9,7,7,0,RT59,30,BRN,5,2750,1697.9,1.34,3.82,0.0,44.3,71360.63,252.8792971,1.340794028,3643848.65,3849619.3,1,0,1,6,4,13,0.003775297968241622,0.8993979114148628,0.9953657034775428,3430136.0724653793,3877434.651121517,0,0.0,3877434.651121517,Road
PLANS7XSV1,2025-09-02,P_BSP,CMO_BHOPAL,CUST0143,Central,Rod,S1,Normal,30.3,Rail,977,47.0,16.1,803.3,0,0.67,736.0,4,1807.7,325.8,2671.4,3,3,1,RT45,55,BOST,0,2200,2003.2,2.72,5.72,2492.44,74.2,77414.66,185.1992144,2.019161399,2583557.34,3951754.08,1,0,1,1,9,2,0.22783159882249387,0.9910212857031125,0.9938481982237776,2369842.355420094,3920893.930011029,0,0.0,3920893.930011029,Road
PLAN8F6FTS,2025-01-17,P_BSP,CMO_BHOPAL,CUST0014,Central,Coil,HB,High,66.1,Rail,1050,39.9,27.4,981.2,0,0.59,879.7,5,1980.7,853.1,3482.3,5,5,1,RT59,59,BOBRN,11,2750,2492.6,2.83,8.73,34140.96,70.4,93143.71,164.93642,1.609852378,3737232.88,4213353.94,1,0,1,4,1,17,0.028521267979756147,0.98444378153796,0.9946943347659261,3182560.6254475866,4212276.037248795,0,0.0,4212276.037248795,Road
PLANCJLEI6,2025-11-04,P_BSP,CMO_MUMBAI,CUST0296,West,Plate,CR,Normal,28.1,Rail,1211,39.3,29.3,1253.2,0,0.91,1225.5,5,1849.5,481.0,2580.2,2,5,1,RT59,46,BRN,5,2750,2138.1,1.74,4.51,0.0,55.8,72794.6,115.0099924,1.4554767,3829095.8,3768577.18,1,0,1,1,11,4,0.0525870116034332,0.9103262665841305,0.9424383151966206,3282935.94918293,3723133.7729957043,0,0.0,3723133.7729957043,Road
PLANWGL8I9,2025-04-13,P_BSP,CMO_BHOPAL,CUST0146,Central,Rod,A,High,71.2,Rail,747,34.3,29.9,1478.9,0,0.97,1468.2,3,538.5,344.3,156.8,3,5,0,RT58,42,BOBRN,11,2700,156.8,0.11,11.84,38684.77,4.5,46756.77,246.225228,1.574274565,1207121.1,184394.15,0,0,1,6,4,13,0.0036186169897631146,0.013130773998426383,0.931107772817556,1070475.9695419224,184357.3907530288,0,0.0,184357.3907530288,Road
PLANAKFD18,2025-02-21,P_BSP,CMO_KOLKATA,CUST0207,East,Rod,HB,Normal,30.1,Rail,673,36.5,22.4,597.5,0,0.94,589.1,2,1629.3,621.6,1774.7,4,5,1,RT59,55,BOST,1,2750,1774.7,3.01,3.03,0.0,50.1,79359.4,182.8388599,1.141088333,1871332.24,1362885.21,0,0,1,4,2,21,0.0036088314004748493,0.1791956604108474,0.9965070324428058,1751981.3451579702,1360692.7465667813,0,0.0,1360692.7465667813,Road
PLANTLTY7W,2025-03-04,P_BSP,CMO_DELHI,CUST0056,North,Rod,A,Normal,26.0,Rail,668,38.1,13.1,1449.0,0,0.61,1307.9,3,3197.7,0.0,2789.2,6,6,1,RT58,36,BRN,1,2700,2789.2,2.13,8.74,13072.4,74.0,95894.9,151.6890104,1.244389946,2468148.5,2318529.43,1,0,1,1,3,4,0.07912427341951339,0.8276710043961295,0.9960067208808419,2108625.21290163,2282695.487041637,1,2700.0,2223159.3666422325,Rail
PLAN29MAX6,2025-02-21,P_BSP,CMO_KOLKATA,CUST0056,East,Coil,HR,Normal,36.9,Rail,564,40.4,19.0,1023.0,0,0.6,920.7,3,4282.3,522.4,1499.7,6,5,1,RT58,45,BOST,4,2700,1499.7,1.63,1.22,0.0,43.1,86435.45,220.4241146,1.525427578,1207199.78,1290253.63,1,0,1,4,2,21,0.0036375310479181385,0.9202869437086484,0.9963875016330649,1324854.7268843479,1283921.7500760362,0,0.0,1283921.7500760362,Road
PLANEBQGBP,2025-05-02,P_BSP,CMO_KOLKATA,CUST0025,East,Rod,S1,Normal,31.7,Rail,1061,49.6,30.4,1128.4,0,0.88,1095.5,5,3283.4,967.4,2794.4,3,6,1,RT59,53,BOXN,9,2750,2794.4,2.55,11.52,47353.73,75.2,85689.77,190.0416773,1.733050733,2921182.74,5138250.02,1,1,1,4,5,2,0.6643887418856622,0.9906827372291256,0.9869217356222048,3292787.736479837,5176433.4260541685,1,2750.0,3455760.33346563,Rail
PLANADUSQB,2025-07-02,P_BSP,CMO_CHENNAI,CUST0073,South,Coil,HR,Normal,27.6,Rail,1051,27.4,36.5,1208.5,0,0.71,1119.6,1,1836.3,946.6,1564.1,3,6,1,RT59,31,BOST,0,2750,1564.1,1.4,0.45,0.0,44.2,75352.06,60.0,1.312043438,2339821.63,2156827.67,1,0,1,2,7,2,0.0036552510020525088,0.6829286984354545,0.9780809687022274,2188376.20980627,2164509.527262122,0,0.0,2164509.527262122,Road
PLAN00G9E0,2025-04-13,P_BSP,CMO_BHOPAL,CUST0221,Central,Rod,HR,High,127.5,Rail,1361,48.1,31.2,923.8,1,0.93,770.5,1,2738.2,51.1,923.4,9,1,1,RT58,42,BOXN,4,2700,923.4,1.2,10.19,22924.95,25.3,78800.34,255.1531611,1.499436667,2110945.07,1884413.13,0,0,1,6,4,13,0.0036316909578911266,0.32422431835401466,0.9957590297735501,1951653.1807909764,1876008.8692108332,0,0.0,1876008.869210833,Road
PLAN7PMEXJ,2025-02-19,P_BSP,CMO_KOLKATA,CUST0038,East,Plate,CR,VIP,102.2,Rail,718,33.9,15.9,889.9,0,0.63,807.9,2,2504.4,1188.0,2304.7,2,7,1,RT58,59,BOXN,7,2700,2304.7,2.85,4.26,7012.0,63.1,75713.99,195.422198,1.718090838,1656881.44,2843053.08,1,0,1,2,2,19,0.1770112003562329,0.9878710848565568,0.9772671059800685,1895431.0614832856,2802018.6712912703,0,0.0,2802018.6712912703,Road
PLANTNRP1I,2025-04-03,P_BSP,CMO_MUMBAI,CUST0378,West,Rod,HB,Normal,29.0,Rail,1076,39.4,26.5,1251.9,0,0.87,1212.5,4,1573.0,1748.9,2120.4,4,4,1,RT45,64,BOBRN,2,2200,2120.4,1.75,3.43,0.0,78.5,78767.34,195.5229334,1.721535933,2783029.1,3927771.0,1,0,1,3,4,3,0.030999550971115116,0.9920002145389858,0.9963982499784271,2626096.873758214,3993659.8838577922,0,0.0,3993659.8838577922,Road
PLAN3661L0,2025-11-04,P_BSP,CMO_MUMBAI,CUST0120,West,Plate,HB,Normal,31.2,Rail,361,35.7,6.0,1673.7,0,0.56,1491.6,5,3603.2,1491.2,1379.1,5,5,1,RT45,43,BCNHL,1,2200,1379.1,0.92,9.51,10984.73,49.4,89796.47,115.8273055,1.479870601,797238.89,736761.13,0,0,1,1,11,4,0.003667121587359232,0.0902508298016055,0.9966111867877113,893645.3736989253,734328.0210919415,0,0.0,734328.0210919415,Road
PLAN8KGFP9,2025-04-26,P_BSP,CMO_MUMBAI,CUST0284,West,Coil,HR,VIP,125.0,Rail,1065,51.1,28.3,963.5,0,0.64,876.4,2,1226.6,589.1,2710.5,8,5,0,RT59,43,BOST,3,2750,1580.1,1.8,8.27,19389.6,44.6,80305.8,195.0641027,1.739550971,2320888.63,2927327.68,1,0,1,5,4,26,0.0037138259372103293,0.9815244781404937,0.9916777076063823,2178027.7982083154,2960161.722098813,0,0.0,2960161.722098813,Road
PLAN4K3AWL,2025-04-03,P_BSP,CMO_MUMBAI,CUST0050,West,Plate,A,Normal,58.7,Rail,1191,37.0,29.2,961.5,0,0.93,944.9,3,1694.9,536.2,501.6,8,4,1,RT58,56,BRN,1,2700,501.6,0.53,7.69,3667.2,13.3,75950.21,136.4009474,1.557560095,1181707.8,930495.12,0,0,1,3,4,3,0.003667121587359232,0.026879945494156655,0.9963791398731958,1376294.0866728483,907032.1452061149,0,0.0,907032.1452061149,Road
PLANAR0WH0,2025-03-03,P_BSP,CMO_BHOPAL,CUST0041,Central,Rod,TMT,Normal,43.5,Rail,1307,43.1,32.9,894.1,0,0.8,848.8,5,3106.6,441.3,2536.4,6,4,0,RT58,36,BCNHL,10,2700,2536.4,2.99,7.8,23097.49,70.5,93384.79,171.0591374,1.617001982,4046993.33,5360482.52,1,0,1,0,3,3,0.006819889303491506,0.9823315408955037,0.9965496726163549,3960061.025218369,5370891.0145430425,0,0.0,5370891.0145430425,Road
PLANRFIUPR,2025-09-04,P_BSP,CMO_CHENNAI,CUST0189,South,Coil,A,Normal,21.7,Rail,95,43.4,6.0,1143.6,0,0.66,1047.5,3,1043.1,1530.2,1417.4,2,5,0,RT59,34,BOXN,5,2750,1417.4,1.35,13.03,41090.13,38.1,92217.17,192.6832582,1.520622003,574891.83,204756.31,0,0,1,3,9,4,0.003657732980918957,0.047257823489034664,0.9478007569109869,643443.5676910277,206468.3049392644,0,0.0,206468.3049392644,Road
PLANOG710E,2025-07-01,P_BSP,CMO_CHENNAI,CUST0017,South,Coil,S1,Normal,36.0,Rail,1254,33.0,56.6,954.3,1,0.74,758.5,2,811.2,592.7,3031.1,1,4,0,RT59,66,BOXN,0,2750,1166.8,1.54,0.0,0.0,31.4,93571.38,199.8998232,1.730510116,1993003.47,2532025.64,1,0,0,1,7,1,0.003667121587359232,0.9833281649426824,0.02226213160821532,2101106.3129863837,2492436.4592995276,0,0.0,2492436.4592995276,Road
PLANQ8O9S4,2025-01-27,P_BSP,CMO_KOLKATA,CUST0297,East,Wire,CR,Normal,31.5,Rail,1015,39.4,24.2,959.7,0,0.94,945.3,1,1010.1,516.4,2372.3,7,7,1,RT59,59,BRN,1,2750,1319.9,1.4,0.0,0.0,34.4,105495.49,115.2527423,1.622777264,1872608.07,2174032.27,1,0,1,0,1,27,0.003630173055445598,0.906259775742997,0.9963785153068232,1899932.2116065535,2165372.379245695,0,0.0,2165372.379245695,Road
PLANZNMZOF,2025-02-04,P_BSP,CMO_MUMBAI,CUST0351,West,Rod,A,Normal,28.2,Rail,333,47.2,6.0,1252.5,0,0.93,1232.0,2,2360.2,1135.1,1558.1,1,6,1,RT58,45,BOST,8,2700,1558.1,1.26,5.54,4700.96,44.8,89683.21,204.9998006,1.490251806,948818.48,773213.13,0,0,1,1,2,4,0.004534785754488389,0.10394930111240545,0.9599361183521447,961672.1522280261,706283.2891726728,0,0.0,706283.2891726728,Road
PLANE98WP9,2025-03-27,P_BSP,CMO_CHENNAI,CUST0368,South,Wire,HR,High,61.3,Rail,1291,34.8,36.7,838.9,0,0.65,766.4,5,6905.8,1254.4,1123.7,3,3,1,MIX60,49,BOST,5,2850,1123.7,1.47,4.77,0.0,31.2,75809.03,60.0,1.656589419,2491353.77,2403208.8,1,0,1,3,3,27,0.003667121587359232,0.5576357250686345,0.9839448271817749,2053220.9289916898,2384808.416829665,0,0.0,2384808.416829665,Road
PLAN4P4JWR,2025-01-14,P_BSP,CMO_DELHI,CUST0011,North,Slab,TMT,High,63.0,Rail,408,45.0,6.0,1605.6,0,0.88,1558.1,5,3709.6,1189.6,666.0,9,8,1,RT45,33,BOBRN,6,2200,666.0,0.43,8.06,17839.22,24.7,87727.99,145.0747097,1.856344099,859244.82,504420.67,0,0,1,1,1,14,0.003709992368525463,0.027692545390745567,0.9952373303843854,876584.1782022218,518433.6940491643,0,0.0,518433.69404916436,Road
PLAN3XUXNB,2025-12-03,P_BSP,CMO_KOLKATA,CUST0191,East,Rod,HR,Normal,54.7,Rail,623,38.0,13.5,906.1,0,0.84,870.3,4,2891.9,378.1,1745.6,6,2,0,MIX60,45,BOXN,3,2850,1745.6,2.01,6.71,10326.1,46.2,72072.0,141.8334913,1.1,1196118.7,1196259.68,1,0,1,2,12,3,0.005239549969587574,0.5490700722290767,0.9953582957799997,1555678.3811501851,1245038.0492917597,0,0.0,1245038.0492917597,Road
PLAN9DSSRK,2025-11-04,P_BSP,CMO_BHOPAL,CUST0063,Central,Coil,CR,Normal,86.3,Rail,862,47.0,22.7,1482.9,0,0.66,1356.3,1,4626.6,997.4,1839.0,8,2,1,RT59,67,BRN,3,2750,1839.0,1.36,6.29,2839.53,48.0,65579.96,60.0,1.64989659,2083977.59,2615445.77,1,0,1,1,11,4,0.0038455484761030344,0.9799070385081032,0.9964362745697125,2040411.1899534543,2582073.7596317707,0,0.0,2582073.75963177,Road
PLANFI53LL,2025-03-27,P_BSP,CMO_DELHI,CUST0045,North,Plate,HR,Normal,64.2,Rail,1076,50.5,17.3,1693.2,0,0.51,1487.9,5,2150.9,1384.8,2537.0,9,4,1,RT45,35,BCNHL,10,2200,2537.0,1.71,2.23,0.0,90.9,74304.59,181.7852535,1.380805377,3053468.62,3769339.09,1,0,1,3,3,27,0.022711865453164976,0.9294968152008336,0.9966421525257593,3199772.4780803206,3590836.5324551538,1,2200.0,3326023.692567636,Rail
